Unnamed: 0,Video_File,Duration,Scene_Cuts,Mean_Frame_Duration,Frame_Duration_Std,Min_Frame_Duration,Max_Frame_Duration,Volume_Range,Avg_Motion_Magnitude,Avg_Vector_Count,Animated_Text,Emoji_Count,Speech_Detected_AST,Video_ID,TikTok_URL,Username,ID,URL,Date,Package,Pouch,Nic_Level,Brand_ZYN,Brand_Velo,Brand_Pablo,Brand_Iceberg,Brand_Other,Music_x,ONP_use,Flavors_fruit,Flavors_Ice,Flavors_Other,Tobacco,Vapes,Alcohol,Marjiana,Misinformation,VT_Lifestyle,VT_Entertaining,VT_Marketing,VT_Anti_ONP,VT_Quit_with_ONP,VT_ONP_Sport,VT_Instructional,VT_Trying_to_Quit_ONPs,VT_ONP_News,VT_Other,Foreign_language,human_subjects,ethnic_minority,child_adoles,YA,Influencer,Nic_Level_mg_1,Nic_Level_mg_2,Use_More_than_two_pouches_1,Use_More_than_two_pouches_2,Positive,Negative,Neutral,Flavors,Substance,Loop,Siberia,Killa,Epok,Brands,Location,Followers_New,Following_New,Friends_New,Total_Likes_New,Total_Videos_New,Views_New,Likes_New,Comments_New,Saves_New,Shares_New,new_stats,FOLLOWERS,VIEWS,Music_y,Captions,
0,@bfmtv_video_7170005018890767622.mp4,46.762993,16,40.0,0.0,40.0,40.0,1.5669698,1.0093381,83398.4691780822,1,0,1,7170005018890767622,https://www.tiktok.com/bfmtv/video/7170005018890767622,bfmtv,1664,https://www.tiktok.com/@bfmtv/video/7170005018890767622,25-Nov-2022 09:21AM,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,bfmtv,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FR,1400000.0,5.0,2.0,39100000.0,3095.0,3200000.0,175000.0,1293.0,15904.0,10100.0,1.0,1400000.0,3200000.0,Original ,"
C’est quoi le snus ? #snus #sante #sports
",
1,@ayuda.golf_video_7171252703543282987.mp4,6.139473,2,16.6833500166834,3.5527136788005E-15,16.6833500166834,16.6833500166834,1.1760807,2.6309412,239601.177111717,1,0,0,7171252703543282987,https://www.tiktok.com/ayuda.golf/video/7171252703543282987,ayuda.golf,1638,https://www.tiktok.com/@ayuda.golf/video/7171252703543282987,28-Nov-2022 06:03PM,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,ayuda.golf,6.0,6.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,US,3149.0,1158.0,297.0,102800.0,495.0,1084.0,43.0,4.0,1.0,0.0,1.0,3149.0,1084.0,"Music -RealestK Toxic - RealestK
","
No an ad #zyn 
",
2,@ashleyhorning87_video_7254986033526361386.mp4,9.2,0,33.3333333333333,7.105427357601E-15,33.3333333333333,33.3333333333333,1.9804721,4.2098513,461218.541818182,1,0,0,7254986033526361386,https://www.tiktok.com/ashleyhorning87/video/7254986033526361386,ashleyhorning87,321,https://www.tiktok.com/@ashleyhorning87/video/7254986033526361386,12-Jul-2023 10:31AM,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ashleyhorning87,3.0,3.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,US,2686.0,287.0,105.0,113500.0,103.0,875.0,30.0,4.0,0.0,0.0,1.0,2686.0,875.0,"Music - Party Rock Anthem - LMFAO
","#corporate #zyn #fyp
",
3,@y_mohanna_video_7171468574303866117.mp4,26.866667,12,33.3333333333333,7.105427357601E-15,33.3333333333333,33.3333333333333,1.7031002,1.9929823,191947.31552795,0,0,1,7171468574303866117,,,1634,https://www.tiktok.com/@y_mohanna/video/7171468574303866117,29-Nov-2022 08:00AM,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,y_mohanna,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SE,13000.0,222.0,18.0,422600.0,39.0,2000000.0,133800.0,3081.0,11602.0,28400.0,1.0,13000.0,2000000.0,Original,"
#foryou #snus #sverige #aftonbladet 
",
4,@omgsupreme_video_7234209986430160155.mp4,133.666667,9,33.3333333333333,1.4210854715202E-14,33.3333333333333,33.3333333333333,2.2935367,0.8949762,100235.973310052,1,1,1,7234209986430160155,https://www.tiktok.com/omgsupreme/video/7234209986430160155,omgsupreme,716,https://www.tiktok.com/@omgsupreme/video/7234209986430160155,17-May-2023 10:49AM,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,omgsupreme,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,GB,10100.0,1128.0,213.0,553500.0,885.0,6274.0,389.0,9.0,15.0,15.0,1.0,10100.0,6274.0,"Music - Sunday - HNNY
","
@POD PLUG🔌 | SHOP NOW @PODPLUG  #snus #snusking 
",
5,@teyezashton_video_7176368576453020970.mp4,15.045011,0,33.3333333333333,7.105427357601E-15,33.3333333333333,33.3333333333333,2.1566262,2.0795684,184088.226666667,1,5,1,7176368576453020970,https://www.tiktok.com/teyezashton/video/7176368576453020970,teyezashton,1578,https://www.tiktok.com/@teyezashton/video/7176368576453020970,12-Dec-2022 12:55PM,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,teyezashton,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,US,,,,,,,,,,,0.0,8985.0,174.0,Original ,#c4 #caffeine #streets #streetworkers #citystrong #🙏🏻 #😎 #😤 #😎 #lifers #bikers #💪 #nicotine #zyn #monster #energyhealing,
6,@barebabs_video_7133225957179067653.mp4,49.466667,7,33.3333333333333,7.105427357601E-15,33.3333333333333,33.3333333333333,1.8500396,3.4311745,266997.468644639,1,0,1,7133225957179067653,https://www.tiktok.com/barebabs/video/7133225957179067653,barebabs,2304,https://www.tiktok.com/@barebabs/video/7133225957179067653,18-Aug-2022 07:39AM,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,barebabs,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,36100.0,89.0,46.0,1600000.0,462.0,203900.0,24200.0,175.0,336.0,84.0,1.0,36100.0,203900.0,Original,#stitch with @Barisbrevik men shoutout til han for et tappert eksperiment! #snus #slutte #vilje #mental #sterk #norge,
7,@mia.esc_video_7163782157310381358.mp4,6.452993,0,33.3667000333667,7.105427357601E-15,33.3667000333667,33.3667000333667,1.87765,1.0253237,123622.182291667,1,0,0,7163782157310381358,https://www.tiktok.com/mia.esc/video/7163782157310381358,mia.esc,1727,https://www.tiktok.com/@mia.esc/video/7163782157310381358,08-Nov-2022 02:53PM,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,mia.esc,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,US,26600.0,479.0,49.0,1000000.0,84.0,2943.0,45.0,2.0,1.0,1.0,1.0,26600.0,2943.0,"Music- Way of the Triune God (Hallelujah Version) - Tyler Childers
","
your sign to quit vaping bc it’s nasty #zyn #zyngang #zyntok 

",
8,@savingmamasita_video_7229103344415935787.mp4,11.515011,0,33.3333333333333,0.0,33.3333333333333,33.3333333333333,1.9911385,3.8616798,244592.284883721,0,0,1,7229103344415935787,https://www.tiktok.com/savingmamasita/video/7229103344415935787,savingmamasita,795,https://www.tiktok.com/@savingmamasita/video/7229103344415935787,03-May-2023 04:33PM,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,savingmamasita,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US,4059.0,66.0,33.0,114700.0,594.0,512.0,15.0,2.0,0.0,1.0,1.0,4059.0,512.0,Original,#duet with @CherryHD #snus #fyp #viral #spinmerightroundbaby #reaction whoa nelly!,
9,@polletestar_video_7203032135278660870.mp4,76.94361,3,33.3667000333667,0.0,33.3667000333667,33.3667000333667,1.5861924,1.9037758,204641.884598698,1,0,1,7203032135278660870,https://www.tiktok.com/polletestar/video/7203032135278660870,polletestar,1243,https://www.tiktok.com/@polletestar/video/7203032135278660870,22-Feb-2023 09:23AM,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,polletestar,150.0,150.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SE,14300.0,53.0,37.0,278800.0,236.0,30200.0,1325.0,27.0,80.0,67.0,1.0,14300.0,30200.0,Original,Glöm inte kolla länken i bion snart kommer det en trevlig video ni inte vill missa 20 dosor som ksk kommer hem till dig :) #för #150mg #fyp #fördig #iceberg #snus,
10,@bordsanka_video_7136226794797010182.mp4,113.22,2,33.3333333333333,1.4210854715202E-14,33.3333333333333,33.3333333333333,0.030616624,0.43658212,45325.7711340206,1,0,0,7136226794797010182,https://www.tiktok.com/bordsanka/video/7136226794797010182,bordsanka,2242,https://www.tiktok.com/@bordsanka/video/7136226794797010182,26-Aug-2022 09:44AM,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,bordsanka,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SE,829.0,281.0,26.0,12600.0,132.0,4366.0,255.0,5.0,19.0,1.0,1.0,829.0,4366.0,"Music - Relaxing Japanese-style piano song inviting nostalgia - Akiko Akiyama
","Lundgrens Äng (tobaksfri) får 7/10, skoj koncept, trevlig smak och trevlig prilla. Skoj att bli igenkänd från tiktok, säg gärna hej om ni ser mig lol #snus #snusreview #lundgrens #tobaksfri",
11,@polletestar_video_7191869004594695430.mp4,107.741074,9,33.3667000333667,7.105427357601E-15,33.3667000333667,33.3667000333667,1.4666958,2.4523513,236737.083643123,1,0,1,7191869004594695430,https://www.tiktok.com/polletestar/video/7191869004594695430,polletestar,1376,https://www.tiktok.com/@polletestar/video/7191869004594695430,23-Jan-2023 07:24AM,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,polletestar,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,SE,14300.0,53.0,37.0,278800.0,236.0,16200.0,1901.0,23.0,101.0,163.0,1.0,14300.0,16200.0,Original,Ajajaj man blir ju glad när man tar upp denna under läppen. #fyp #för #velo #sverige #fördig #snus #fy,
12,@smilmedos_video_7215202347130064133.mp4,22.733333,3,33.3333333333333,7.105427357601E-15,33.3333333333333,33.3333333333333,0.8728384,0.6215534,90887.5653450808,1,1,1,7215202347130064133,https://www.tiktok.com/smilmedos/video/7215202347130064133,smilmedos,1045,https://www.tiktok.com/@smilmedos/video/7215202347130064133,27-Mar-2023 05:30AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,smilmedos,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DK,109300.0,6.0,4.0,1800000.0,71.0,2858.0,37.0,3.0,7.0,4.0,1.0,109300.0,2858.0,Music - Kiss Is Better with You (Remix) - Isintah,Tager du snus? Eller kender du en der gør? 💙🦷 #snus #tandlæge #tænder #tandskader #tandkød,
13,@danielnorlin_video_7247502832415345946.mp4,28.933333,0,33.3333333333333,7.105427357601E-15,33.3333333333333,33.3333333333333,0.9965194,0.08604325,7122.60553633218,1,1,1,7247502832415345946,https://www.tiktok.com/danielnorlin/video/7247502832415345946,danielnorlin,480,https://www.tiktok.com/@danielnorlin/video/7247502832415345946,22-Jun-2023 06:32AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,danielnorlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Original,Har ni hunnit se hela dejten?😂 #mashaochbob #love #kärlek #date #dejt #fördig #snus,
14,@baccercanman_video_7177952869851729198.mp4,19.108005,2,33.3333333333333,0.0,33.3333333333333,33.3333333333333,2.3212795,1.810559,98887.7587412588,1,0,0,7177952869851729198,https://www.tiktok.com/baccercanman/video/7177952869851729198,baccercanman,1562,https://www.tiktok.com/@baccercanman/video/7177952869851729198,16-Dec-2022 07:23PM,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,baccercanman,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US,93100.0,450.0,93.0,1500000.0,307.0,4693.0,211.0,3.0,11.0,33.0,1.0,93100.0,4693.0,Original ,"
#drums #baccercan #zyn #bulletformyvalentine #tearsdontfall #fyp 
",
15,@prime47xxy_video_7135005591113731374.mp4,160.366667,29,16.6666666666667,3.5527136788005E-15,16.6666666666667,16.6666666666667,1.4131553,0.43260556,64773.552229498,1,0,0,7135005591113731374,https://www.tiktok.com/prime47xxy/video/7135005591113731374,prime47xxy,2269,https://www.tiktok.com/@prime47xxy/video/7135005591113731374,23-Aug-2022 02:46AM,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,prime47xxy,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,US,812.0,488.0,102.0,30000.0,288.0,7840.0,206.0,26.0,24.0,16.0,1.0,812.0,7840.0,Original,"dont start nic and only if you do nic only legal ages #zyn #zynhack #zack #dulcesenchilados #asmr #cooking #xxy


",
19,@la.speciale_video_7240948936826031387.mp4,5.246009,0,33.3667000333667,0.0,33.3667000333667,33.3667000333667,2.132061,0.7621739,96579.0961538462,1,2,0,7240948936826031387,https://www.tiktok.com/la.speciale/video/7240948936826031387,la.speciale,589,https://www.tiktok.com/@la.speciale/video/7240948936826031387,04-Jun-2023 02:40PM,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,la.speciale,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR,34400.0,135.0,120.0,1500000.0,241.0,17700.0,391.0,7.0,16.0,26.0,1.0,34400.0,17700.0,"Music
Turfu - Booba
","
🥱🍬 #🍬 #snus #chewinggum #nicopouches #chewinggummagique 
",
20,@lukabojovic23_video_7196079713377357061.mp4,7.498005,8,33.3667000333667,7.105427357601E-15,33.3667000333667,33.3667000333667,1.38816,1.0561265,119248.470852018,0,0,1,7196079713377357061,https://www.tiktok.com/lukabojovic23/video/7196079713377357061,lukabojovic23,1319,https://www.tiktok.com/@lukabojovic23/video/7196079713377357061,03-Feb-2023 03:44PM,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,lukabojovic23,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ME,211400.0,6.0,6.0,4700000.0,124.0,891900.0,66100.0,179.0,5893.0,1918.0,1.0,211400.0,891900.0,Original,maša i ja volimo snus #lux27 #viral #dog #maša,
21,@tarmac_video_7171425763718106373.mp4,48.768005,21,40.0,0.0,40.0,40.0,1.4753985,1.9059767,159905.501642036,1,2,1,7171425763718106373,https://www.tiktok.com/tarmac/video/7171425763718106373,tarmac,1636,https://www.tiktok.com/@tarmac/video/7171425763718106373,29-Nov-2022 05:14AM,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,tarmac,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,BE,750000.0,20.0,14.0,10900000.0,764.0,981200.0,48200.0,1193.0,6307.0,7962.0,1.0,750000.0,981200.0,Original,T’as entendu parler du Snus? 🚬 C’est LE truc du moment mais c’est dangereux pour la santé…😧⚠️ #snus #tabac #danger #addiction #tarmactu #tarmac #tarmacbe,
22,@polletestar_video_7210117567501946117.mp4,60.933333,2,33.3333333333333,1.4210854715202E-14,33.3333333333333,33.3333333333333,1.5397959,1.2382613,133152.968801314,1,0,1,7210117567501946117,https://www.tiktok.com/polletestar/video/7210117567501946117,polletestar,1131,https://www.tiktok.com/@polletestar/video/7210117567501946117,13-Mar-2023 12:38PM,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,polletestar,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,SE,14300.0,53.0,37.0,278800.0,236.0,2522.0,113.0,5.0,0.0,3.0,1.0,14300.0,2522.0,Orignal,"Mycket treviig med tanke på att den ör så stark #f #fyp #fördig #iceberg #snus #sverige
",
23,@rotarytok_video_7138406461352234286.mp4,24.833333,0,33.3333333333333,7.105427357601E-15,33.3333333333333,33.3333333333333,2.0904531,4.049182,217129.833333333,0,0,0,7138406461352234286,https://www.tiktok.com/rotarytok/video/7138406461352234286,rotarytok,2199,https://www.tiktok.com/@rotarytok/video/7138406461352234286,01-Sep-2022 06:42AM,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,rotarytok,6.0,6.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,US,2186.0,93.0,14.0,62000.0,70.0,1419.0,65.0,1.0,3.0,4.0,1.0,2186.0,1419.0,"Music - Fishing In The Dark - Nitty Gritty Dirt Band
","
Zyn always helps catching the hogs. #zyn #fishing #liverking #hogs #rugby 
",
24,@fish_tok_video_7238106025818213675.mp4,55.980998,2,33.3333333333333,7.105427357601E-15,33.3333333333333,33.3333333333333,1.4560013,2.033384,232426.653158522,1,0,1,7238106025818213675,,,645,https://www.tiktok.com/@fish_tok/video/7238106025818213675,27-May-2023 10:48PM,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,fish_tok,6.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,US,53900.0,344.0,139.0,856300.0,872.0,1425.0,44.0,2.0,2.0,0.0,1.0,53900.0,1425.0,Original,#stitch with @slickjohnson23 just tryin to help!!! #fyp #zyn #ztn #juicehead #slicktok,
25,@itzbalkano_video_7242694036144819482.mp4,77.715011,12,33.3333333333333,0.0,33.3333333333333,33.3333333333333,1.8137183,1.2463771,145760.091845494,1,0,1,7242694036144819482,https://www.tiktok.com/itzbalkano/video/7242694036144819482,itzbalkano,559,https://www.tiktok.com/@itzbalkano/video/7242694036144819482,09-Jun-2023 07:32AM,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,itzbalkano,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SE,60700.0,205.0,67.0,3500000.0,421.0,165300.0,9493.0,210.0,866.0,652.0,1.0,60700.0,165300.0,"Music - 
The Last of Us (Remix) - 林怿
","
Balkano testar snus för första gången #fyp #fypシ #foryoupage 
",
26,@baccercanman_video_7182325223885114666.mp4,24.565011,0,33.3667000333667,7.105427357601E-15,33.3667000333667,33.3667000333667,2.559595,1.0833539,110046.576870748,1,0,0,7182325223885114666,https://www.tiktok.com/baccercanman/video/7182325223885114666,baccercanman,1497,https://www.tiktok.com/@baccercanman/video/7182325223885114666,28-Dec-2022 02:10PM,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,baccercanman,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US,93100.0,450.0,93.0,1500000.0,307.0,2678.0,134.0,1.0,7.0,31.0,1.0,93100.0,2678.0,Music - Would? (2022 Remaster) - Alice In Chains,"
#drums #baccercan #zyn #aliceinchains #would #rock #laynestaley #fyp #fypシ 
",
27,@zyngod69_video_7148129426637638954.mp4,7.568005,3,33.3333333333333,7.105427357601E-15,33.3333333333333,33.3333333333333,1.3308809,1.1551893,163104.044247788,0,0,0,7148129426637638954,https://www.tiktok.com/zyngod69/video/7148129426637638954,zyngod69,1989,https://www.tiktok.com/@zyngod69/video/7148129426637638954,27-Sep-2022 11:33AM,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,zyngod69,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,US,3980.0,2225.0,90.0,227400.0,31.0,8975.0,390.0,7.0,11.0,7.0,1.0,3980.0,8975.0,Original ,just jokes @hannahwilzyn youre amazyn #zyn #upperdeckys #wintergreen #6mg #buzzin #zynfather,
28,@vgnett_video_7249461972129893659.mp4,26.09,5,40.0,0.0,40.0,40.0,1.3047156,2.9372697,191617.053763441,1,0,0,7249461972129893659,https://www.tiktok.com/vgnett/video/7249461972129893659,vgnett,428,https://www.tiktok.com/@vgnett/video/7249461972129893659,27-Jun-2023 01:15PM,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,vgnett,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NO,275300.0,331.0,175.0,30800000.0,2942.0,310200.0,24000.0,798.0,1526.0,3716.0,1.0,275300.0,310200.0,Original,"
Snus til to millioner kroner sporløst borte - nå kan den være funnet. #nyheter
",
29,@bayerischerfreak_video_7255244422772772122.mp4,9.916327,5,33.3333333333333,0.0,33.3333333333333,33.3333333333333,1.8361166,1.9379544,159356.459459459,1,1,0,7255244422772772122,https://www.tiktok.com/bayerischerfreak/video/7255244422772772122,bayerischerfreak,318,https://www.tiktok.com/@bayerischerfreak/video/7255244422772772122,13-Jul-2023 03:13AM,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,bayerischerfreak,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DE,236300.0,119.0,104.0,13100000.0,1572.0,81100.0,7932.0,45.0,378.0,75.0,1.0,236300.0,81100.0,Original,Oh leg 🥲🥲 #bayer #bayern #niederbayern #duid #bavaria #boarisch #trend #irre #bayerisch #hilfe #snus #oida #mega #bier,
30,@un777ucky_video_7166373718187412778.mp4,22.483333,0,16.6666666666667,0.0,16.6666666666667,16.6666666666667,0.5926814,0.9035777,115909.758160237,1,0,1,7166373718187412778,https://www.tiktok.com/un777ucky/video/7166373718187412778,un777ucky,1700,https://www.tiktok.com/@un777ucky/video/7166373718187412778,15-Nov-2022 02:30PM,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,un777ucky,3.0,3.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,US,812.0,488.0,102.0,30000.0,288.0,169100.0,8826.0,101.0,191.0,43.0,1.0,812.0,169100.0,Original,seaZYN of Zynning #zyn #thanksgiving #thankful #chronicaddiction #nooneunderlegalnicotineage #utah #zynpouches #zyncan,
